FID,PathDesign,PathDescription,RouteID,RouteDescription,Statement,geom
activetravel_routesection_approvedroutes.2724,tf_segregated_away,Segregated footpath/cycle track (away from road),9-4,Cardiff:9-4 - Route 9-4,,"MULTILINESTRING ((317570.391148154 177732.45298239752, 317563.3381500652 177730.3479829686, 317559.99015097204 177727.2839837937, 317554.13515255874 177726.25898407033, 317543.94015532144 177725.13698437682, 317525.54816030955 177750.2239775756, 317487.4731706348 177795.5239652961, 317454.44817958976 177829.29895613506, 317435.2481847954 177845.44895175513, 317419.348189106 177855.62394899526, 317396.5981952733 177868.42394552543, 317379.69819985493 177879.67394247284, 317366.22320350853 177891.07393938222, 317357.82320578623 177900.42393684544, 317344.2232094748 177919.3239317229, 317324.1232149276 177958.0239212325, 317266.2482306312 178089.54888558167, 317254.16323390906 178107.7338806538, 317244.6732364823 178117.84887790977, 317231.4232400748 178128.67387497553, 317219.3982433346 178135.39887315338, 317114.8482716738 178171.62386331853, 317093.2982775155 178181.62386060518, 317059.60328665015 178201.770855141, 317034.3182935053 178221.62384975515, 317013.0982992588 178240.6938445872, 316994.0823044146 178255.94384045427))"
activetravel_routesection_approvedroutes.2725,tf_shared_away,Shared use footpath/cycle track (away from road),ButePark,Cardiff:ButePark - Bute Park,,"MULTILINESTRING ((317840.4710748746 177145.27614155557, 317832.05307715415 177132.05014513736, 317836.8680758459 177109.196151331, 317805.89308423735 177087.29915726063, 317788.964088824 177077.82415982563, 317791.1060882389 177046.6061682838, 317785.6500897116 177004.756179629, 317774.825092641 176974.68418777408, 317758.0520971827 176947.75019506883, 317730.50710464426 176922.65320186364, 317697.4531136 176906.73820617184, 317660.7261235517 176895.56720919634, 317638.4601295835 176878.19821389747, 317625.1471331883 176855.70321999304, 317619.2151347941 176842.38322359748, 317622.71113384375 176822.51622898545, 317627.25113261177 176811.5542319584, 317626.33313285996 176807.54923303903, 317624.59813332994 176805.4792336044, 317572.49114744784 176780.6432403238))"
activetravel_routesection_approvedroutes.2726,tf_shared_away,Shared use footpath/cycle track (away from road),CityHall-1,Cardiff:CityHall-1 - City Hall 1 Friary,,"MULTILINESTRING ((318280.4929555595 176706.5722605071, 318276.76295657054 176707.01426038746, 318269.0779586533 176707.38026028557, 318263.1509602597 176708.47825998254, 318259.86396115174 176716.5992577849, 318260.6719609342 176727.07625494577, 318264.70395984297 176736.75325232226, 318269.39895857126 176741.99325090495, 318271.36195804505 176782.5992398999, 318272.71995767805 176788.93923818698, 318266.37995939964 176812.63823175995, 318265.47495964554 176817.0162305723, 318261.8519606275 176817.7702303682, 318241.4729661507 176818.67623011756, 318234.75096797274 176821.17122943897, 318226.6679701627 176815.51023097796, 318213.4939737326 176812.8022317079, 318194.68597882945 176810.68023227935, 318186.7819809709 176805.8502335907, 318177.1209835879 176797.2142359261, 318149.3109911224 176780.67424040486))"
activetravel_routesection_approvedroutes.2727,tf_shared_away,Shared use footpath/cycle track (away from road),CityHall-2,Cardiff:CityHall-2 - City Hall 2 Dock Feeder,,"MULTILINESTRING ((318471.6549037624 176779.61124074267, 318457.8199075116 176777.47124131746, 318445.75491078105 176776.62624154543, 318434.840913739 176775.86224175146, 318417.9259183229 176774.41624214232, 318415.8729188793 176774.43224213854, 318388.07492641255 176771.42324294528, 318356.6279349348 176769.0042435986, 318335.660940617 176767.39424403344, 318293.5949520172 176765.41624456167, 318287.11995377234 176767.23424406862, 318285.33295425377 176748.32224919234, 318281.776955217 176744.10625033523, 318269.39895857126 176741.99325090495))"
activetravel_routesection_approvedroutes.2729,tf_shared_away,Shared use footpath/cycle track (away from road),PontcannaFields3,Cardiff:PontcannaFields3 - Pontcanna Fields 3 Blackweir,,"MULTILINESTRING ((317023.61729638116 178052.83289549453, 317019.9532973744 178054.25389511161, 317016.52729830256 178052.68989553256, 317014.0882989634 178050.96889599814, 316984.38330700994 178024.91890305164, 316920.95832419104 177972.12891735177, 316870.9083377493 177932.98892794474, 316660.20539481577 177684.32399530057))"
activetravel_routesection_approvedroutes.2730,tf_foot,Footpath (away from road),FG.W.03,Fishguard:FG.W.03 - Fishguard 3.W,,"MULTILINESTRING ((195495.3927863007 236853.30233584583, 195547.64354576854 236940.19078918977, 195542.72632156743 237072.09751612262, 195546.17067889302 236940.25119587156, 195480.76401009964 237090.09054007108))"
activetravel_routesection_approvedroutes.2731,tf_foot,Footpath (away from road),FG.W.03,Fishguard:FG.W.03 - Fishguard 3.W,,"MULTILINESTRING ((195705.30287182852 236944.43185073335, 195712.40327006328 236928.6892830014, 195717.22719876954 236920.39789428387, 195726.78581360716 236919.6383086887, 195744.75324875145 236917.06261479045, 195760.51138891556 236914.5775000286, 195772.54221832263 236911.14144324983, 195784.588108121 236908.07269426127, 195794.5901914552 236909.13455495145, 195808.19206939868 236917.0390071757, 195817.16468942194 236919.9825530075, 195835.01964337632 236923.66601272783))"
activetravel_routesection_approvedroutes.2732,or_cycle_segregated,"Cycle lane (on road, segregated)",1S-2,Cardiff:1S-2 - Route 1S 2 - Senghenydd Road,,"MULTILINESTRING ((318597.0228698278 177070.9241618215, 318593.02287091245 177074.92416073324, 318570.0228771486 177094.92415531364, 318537.0228860964 177124.92414717766, 318182.0229823525 177442.92406095023, 318141.0229934689 177476.9240517271, 318138.0229942823 177479.9240509153, 318136.0229948248 177482.92405010143, 318135.02299509617 177485.92404928646, 318135.02299509663 177488.67904854083, 318129.4769966 177490.09004815813, 318124.1369980473 177490.55904803303))"
activetravel_routesection_approvedroutes.2733,tf_foot,Footpath (away from road),SA.W.01,Saundersfoot:SA.W.01 - Saundersfoot 1.W,,"MULTILINESTRING ((213533.19492737256 205030.2197469052, 213543.54258509935 205029.09645139787, 213567.47810642532 205014.146998961, 213598.71510697526 204995.96666593052, 213615.98121814727 204981.2642318025, 213629.40524900597 204963.0030920077, 213640.9616998975 204954.43343368598, 213664.97989472633 204941.70178173675))"
activetravel_routesection_approvedroutes.2734,tf_foot,Footpath (away from road),SA.W.01,Saundersfoot:SA.W.01 - Saundersfoot 1.W,,"MULTILINESTRING ((213433.49913887263 205123.47244699468, 213448.67806303405 205112.547863107, 213458.42319735093 205095.16309470573, 213484.14142897516 205088.28918946523))"
activetravel_routesection_approvedroutes.2735,tf_foot,Footpath (away from road),SA.W.01,Saundersfoot:SA.W.01 - Saundersfoot 1.W,,"MULTILINESTRING ((212998.6620978681 204964.1782841906, 213040.410209087 204929.31960021902, 213077.93179862417 204900.53954056557, 213123.19392159494 204880.35484439164, 213187.5330442511 204854.28142914711, 213262.60453748325 204837.43351122783, 213340.14634391182 204827.15700655006, 213417.79793295893 204819.8384588912, 213514.1141601489 204815.53101002547))"
activetravel_routesection_approvedroutes.2736,or_cycle_segregated,"Cycle lane (on road, segregated)",1S-3,Cardiff:1S-3 - Route 1S - 3 Cathays Terrace,"Route offers dedicated facilities for cyclists and provides an important link to employment and education, however the 1.8m cycle lanes do not meet the desirable minimum width for this type of facility. Furthermore, there is currently no formal crossing","MULTILINESTRING ((318122.02299862023 177490.9240479321, 318122.02299862064 177493.9240471202, 318121.02299889247 177499.92404549412, 318118.02299970714 177510.92404251348, 318115.023000521 177516.92404088686, 318111.0230016084 177539.92403465498, 318110.84100165835 177543.4630336935, 318109.55200200964 177557.9010297805, 318093.6300063388 177655.44700334565, 318090.22100726573 177676.3339976843, 318087.02300813526 177695.92399237392, 318080.02301003836 177737.9239809945, 318071.02301248565 177794.9239655467, 318062.0230149338 177857.92394847248, 318058.0760160065 177878.46594290616, 318056.2620164999 177890.4679396529, 318051.0230179239 177919.92393167102, 318048.4920186127 177939.4229263863, 318047.47301889607 177990.92391242832, 318047.0230190195 177999.9239099918, 318045.02301956766 178042.92389833473, 318043.8490198897 178069.92389101838, 318043.42602000583 178079.64388838608, 318042.8400201663 178092.1738849897, 318042.02302039176 178119.92387747188, 318044.0230198554 178158.92386690015, 318046.023019321 178211.9238525394, 318047.0230190519 178225.9238487457))"
activetravel_routesection_approvedroutes.2737,tf_foot,Footpath (away from road),SA.W.02,Saundersfoot:SA.W.02 - Saundersfoot 2.W,,"MULTILINESTRING ((213297.08521887948 204171.51475272287, 213299.3952780702 204113.68522700563, 213298.68146872864 204114.45199253864, 213297.9950591379 204115.95805303287))"
activetravel_routesection_approvedroutes.2738,tf_foot,Footpath (away from road),SA.W.02,Saundersfoot:SA.W.02 - Saundersfoot 2.W,,"MULTILINESTRING ((213313.51161217605 204033.948223932, 213353.07021016412 204039.88564305473, 213385.8755718863 204043.85255556554, 213402.10023268213 204041.0306056983, 213438.66637873976 204046.33919349883, 213470.2355297655 204057.01527116535, 213495.87260481573 204087.89957850525, 213513.05504253853 204110.95339129015, 213529.35929306012 204130.3381258531, 213532.54069475125 204156.13097347843))"
activetravel_routesection_approvedroutes.2739,tf_foot,Footpath (away from road),SA.W.02,Saundersfoot:SA.W.02 - Saundersfoot 2.W,,"MULTILINESTRING ((213317.05851455365 204329.93700943782, 213306.98062982268 204378.42842521635))"
activetravel_routesection_approvedroutes.2740,tf_foot,Footpath (away from road),SA.W.02,Saundersfoot:SA.W.02 - Saundersfoot 2.W,,"MULTILINESTRING ((213489.62662617216 204219.90460614563, 213491.18896799706 204242.05548905354, 213502.1633786318 204297.91084496223, 213495.84641931727 204327.75588209205, 213477.75498746985 204340.2701674588, 213464.60547185427 204345.93901940418, 213458.67408007488 204366.1460468496, 213454.66509285144 204378.13884716562))"
activetravel_routesection_approvedroutes.2741,tf_segregated,Segregated footpath/cycle track (alongside road),4-1,Cardiff:4-1 - Route 4 - 1 Customhouse St to Lloyd George Ave,,"MULTILINESTRING ((318529.79888788477 175950.8484653369, 318537.3468858367 175934.91146965313, 318558.9798799667 175886.2384828474, 318569.9188769986 175861.41048957623, 318605.6038673254 175847.78749327455, 318626.89286154916 175802.23050562112, 318628.3848611419 175781.93651112367, 318637.7928585916 175777.97751219803, 318663.53385160747 175723.51352696068, 318682.65784642537 175729.0135254708, 318686.4528453975 175733.87452415633, 318686.69284533366 175742.42952183506, 318690.77284422924 175750.7245195908, 318705.7648401669 175755.8995181927, 318719.70283639 175760.37551697838, 318726.9808344178 175761.95651655132, 318735.9088319978 175759.21351729654))"
activetravel_routesection_approvedroutes.2742,tf_shared,Shared use footpath/cycle track (alongside road),4-1,Cardiff:4-1 - Route 4 - 1 Customhouse St to Lloyd George Ave,,"MULTILINESTRING ((318529.2448078649 175951.4417334834, 318523.6000891376 175971.23059708922, 318523.71335858793 175978.2904167077))"
activetravel_routesection_approvedroutes.2743,tf_segregated,Segregated footpath/cycle track (alongside road),4-2,Cardiff:4-2 - Route 4 - 2 Lloyd George Avenue,,"MULTILINESTRING ((318735.9088319978 175759.21351729654, 318763.1028246203 175707.14153141, 318814.5338106656 175596.7705613291, 318826.38180745294 175585.15356447775, 318836.2098047866 175566.88856943022, 318870.50179548183 175490.12059023866, 318888.59979057085 175447.70260173478, 318899.00978774676 175427.83660711936, 318946.5077748586 175322.53663566173, 318953.487772965 175308.46263947838, 318980.11076574074 175247.3406560432, 318988.603763437 175233.64365975664, 319064.4337428606 175060.3437067335, 319070.2457412831 175044.88771092007, 319123.6087268039 174929.01074232784, 319131.0867247756 174917.13474554848, 319138.71772270225 174880.5637554619, 319168.02871474874 174813.73277357843, 319207.8857039386 174758.6387885115, 319231.3346975794 174729.32679645868, 319245.40069376526 174716.43079995707, 319251.21369218885 174709.97280170704, 319253.24469163676 174697.65780504688, 319256.68369070266 174683.9008087727))"
activetravel_routesection_approvedroutes.2744,tf_segregated,Segregated footpath/cycle track (alongside road),4-3,Cardiff:4-3 - Route 4 - 3 Lloyd George Ave to Senydd,,"MULTILINESTRING ((319245.40069376526 174716.43079995707, 319258.2956902714 174723.46879805363, 319261.8166893174 174724.63779773278, 319280.45868426625 174733.2927953892, 319292.54768099036 174735.4347948098, 319306.6266771748 174736.50679452537, 319321.4566731552 174734.3067951221, 319332.6406701234 174729.00779655995, 319344.42466692836 174720.13279896678, 319388.4956549788 174682.1818092583, 319419.31964662095 174655.36281653226, 319434.8556424081 174639.44082084758, 319440.95164075494 174631.60682297067, 319452.5056376219 174620.97082585766, 319457.78463618923 174607.19882958592, 319495.04862608487 174572.5628389836, 319523.68161832134 174548.8758454034, 319532.4616159402 174538.18384830083, 319540.33961380227 174518.29585369478))"
activetravel_routesection_approvedroutes.2745,tf_foot,Footpath (away from road),NA.W.02,Narberth:NA.W.02 - Narberth 2.W,,"MULTILINESTRING ((210480.72130347363 214917.32295524428, 210515.90498035052 214887.92119960836, 210549.13651051422 214846.0338517609, 210591.56647786224 214792.7174726936, 210603.13431466365 214804.84055101452, 210607.98965017314 214815.7392634381, 210607.30567010457 214817.24264895008, 210634.22277957082 214843.56245771307, 210611.7156948597 214816.33749119542, 210656.97302226335 214818.32435058558, 210667.3280138054 214817.9338203341, 210667.7059642608 214808.31528616924, 210668.0004501708 214796.4835024897, 210670.16374234352 214794.9243325414, 210678.56653730338 214782.04794827022, 210682.5593003099 214770.07664479193, 210686.60772288838 214759.58081615914, 210651.4267678614 214749.8255732152, 210644.08589590076 214751.58004369884, 210630.52170879606 214745.44245586725, 210641.1551136091 214752.42938493856, 210651.45459250727 214750.56332401844, 210723.8127769962 214764.08838323038, 210686.69118141622 214761.79406355292, 210681.35820531394 214777.50990103488, 210677.96599416807 214785.7645696128, 210694.05495224023 214799.93373857555, 210750.01767063932 214791.17469820182, 210753.46561234066 214784.39558505942, 210816.99696419836 214838.88788892527, 210775.15458692837 214868.53859922534, 210734.06881627845 214878.9527568621, 210703.14331724998 214883.8126644878, 210670.71078066438 214887.99081825558))"
activetravel_routesection_approvedroutes.2746,tf_foot,Footpath (away from road),NA.W.03,Narberth:NA.W.03 - Narberth 3.W,,"MULTILINESTRING ((211415.77597919284 214620.65074436297, 211407.22392618345 214609.88984904933, 211414.83377316463 214595.56659984798, 211432.47507491577 214591.94874551613, 211453.1305046457 214589.69538342388, 211476.33740343733 214596.21203625744, 211515.76160645994 214600.64231038047, 211528.3360197036 214600.17026078288))"
activetravel_routesection_approvedroutes.2747,tf_foot,Footpath (away from road),NA.W.03,Narberth:NA.W.03 - Narberth 3.W,,"MULTILINESTRING ((211200.60626382547 214611.00606799795, 211239.7995788951 214589.58440517832, 211282.17377342554 214573.95396347827, 211329.94775475585 214564.03148175572, 211385.45127903396 214562.68487984006, 211466.4362799025 214569.24775496882))"
